TV_id,title,cast,country,release_year,listed_in,description,URL
84,"The Mind, Explained",Emma Stone,United States,2019,"Docuseries, Science & Nature TV","Ever wonder what's happening inside your head? From dreaming to anxiety disorders, discover how your brain works with this illuminating series.",https://artworks.thetvdb.com/banners/posters/5d7a1d4d759e3.jpg
85,Life,"Lee Dong-wook, Cho Seung-woo, Won Jin-ah, Lee Kyu-hyung, Moon Sung-keun, Yoo Jae-myung, Moon So-ri, Chun Ho-jin",South Korea,2018,"International TV Shows, Korean TV Shows, TV Dramas","At Korea's top university medical center, ideals and interests collide between a patient-centered ER doctor and the hospital's newly-appointed CEO.",https://artworks.thetvdb.com/banners/posters/5b5ab5537f4b1.jpg
86,Daniel Sloss: Live Shows,Daniel Sloss,United States,2018,"Stand-Up Comedy & Talk Shows, TV Comedies","Comedian Daniel Sloss is ready to find the funny in some very dark topics, from the deeply personal to the truly irreverent.",https://artworks.thetvdb.com/banners/movies/18168/posters/18168.jpg
87,If I were an Animal,"Zachary Young, Fleur Delahunty",,2018,"Docuseries, Kids' TV, Science & Nature TV","Curious kids Emma and her big brother Tim observe different animals as they make their way through various life milestones, from birth to adulthood.",na
88,Terrace House: Tokyo 2019-2020,"You, Reina Triendl, Yoshimi Tokui, Azusa Babazono, Ryota Yamasato, Shono Hayama",,2019,"International TV Shows, Reality TV","Six strangers share a fabulous house in Tokyo, looking for love while living under the same roof. With no script, what happens next is all up to them.",https://artworks.thetvdb.com/banners/posters/5ce36e5f746c3.jpg
89,Loo Loo Kids: Johny & Friends Musical Adventures,,,2016,Kids' TV,"Music-loving baby Johny goes on dance-filled adventures with his family, friends and adorable critters in this colorful, animated preschooler series.",na
90,Serial Killer with Piers Morgan,Piers Morgan,United Kingdom,2018,"British TV Shows, Crime TV Shows, Docuseries","Through intense prison interviews, Piers Morgan revisits the crimes of three convicted serial killers and learns more about their motives.",https://artworks.thetvdb.com/banners/posters/343817-1.jpg
91,Transformers Rescue Bots Academy,"Adam Andrianopolous, Pierce Cravens, Xander Crowell, Paul Guyet, Michael Hansen, Mason Hensley, Courtney Shaw, Alan Trinca, Keyon Williams, Andy Zou",United States,2019,Kids' TV,"As part of the first class at the Rescue Bots Academy, five Cybertron recruits train under their skilled teachers and take on daring rescue missions.",https://artworks.thetvdb.com/banners/posters/5d6fd81836d43.jpg
92,Transformers: Cyberverse,"Sophia Isabella, Jeremy Levy, Jacob Tillman, Ryan Andes, Deanna McGovern, Dick Terhune",,2018,Kids' TV,Optimus Prime and the AllSpark are missing – and only a memory-scrambled Bumblebee holds the key to finding them in this animated sci-fi series.,https://artworks.thetvdb.com/banners/posters/5b86d358be617.jpg
93,Age of Rebellion,"Peter Ho, Jeanine Yang, Tammy Chen, Jason Tsou, Chang Ting-hu, Nana Lee, Nien Hsuan Wu",Taiwan,2018,"Crime TV Shows, International TV Shows, TV Dramas","At their high school, a group of unruly teens wreak havoc, face bullies and navigate turbulent lives beyond school grounds.",https://artworks.thetvdb.com/banners/posters/343889-1.jpg
94,Sisters,"Lucy Durack, Antonia Prebble, Maria Angelico, Dan Spielman, Charlie Garber, Lindsay Farris, Zindzi Okenyo, Catherine McClements, Roy Billing, Magda Szubanski",Australia,2018,"International TV Shows, TV Comedies, TV Dramas",Her dad's deathbed confession leads Julia to discover she has more than 100 brothers and two sisters: troubled TV star Roxy and uptight lawyer Edie.,https://artworks.thetvdb.com/banners/movies/32722/posters/32722.jpg
95,The Road to Calvary,"Anna Chipovskaya, Yulia Snigir, Leonid Bichevin, Pavel Trubiner",Russia,2017,"International TV Shows, TV Dramas","Swept up in political unrest during World War I, two sisters in St. Petersburg cope with turbulent romances as Russian history is made around them.",https://artworks.thetvdb.com/banners/posters/5b9e54dbcd578.jpg
96,A Boy Name Flora A,"Crowd Lu, Tsai Chen-nan, Lotus Wang, Fan Chu-Mei, Hsieh Ying-shiuan, Vera Yen, Cammy Chiang",Taiwan,2017,"International TV Shows, TV Comedies, TV Dramas",A 28-year-old layabout begins to re-examine his life when his dysfunctional family assembles to pay respects to a dying grandmother who won’t pass on.,https://artworks.thetvdb.com/banners/posters/328688-1.jpg
97,A House of Blocks,"Eli Shi, Phoebe Lin, Chen Wan-ting, Fan Chen-fei, Lu Hsueh-feng, Figaro Tseng, Winnie Chang, Elten Ting",,2017,"International TV Shows, TV Dramas, TV Horror","Yijuan and her mentally ill sister Kaiqi struggle to be happy in the face of misfortune, criminal intrigue, marital strife, an exorcism and a ghost.",https://artworks.thetvdb.com/banners/posters/344473-2.jpg
98,All About Love,"Christina Mok, River Huang, Stone Yang, April Liu, Andy Wu, Jake Hsu",Taiwan,2017,"International TV Shows, TV Dramas, TV Horror",Mysterious ghosts – determined to reconnect with the living world – begin to cross over and disrupt the lives of those they left behind.,na
99,FINAL FANTASY XIV Dad of Light,"Yudai Chiba, Ren Osugi, Fumika Baba, Yoshihiko Hakamada, Hatsunori Hasegawa, Mako Ishino",Japan,2017,"International TV Shows, TV Dramas",A father and son rekindle their bond through the online role-playing game Final Fantasy XIV in this live-action series based on a true story.,https://artworks.thetvdb.com/banners/posters/330789-3.jpg
100,Gurren Lagann,"Tetsuya Kakihara, Katsuyuki Konishi, Marina Inoue, Masaya Onosaka, Nobuyuki Hiyama, Shizuka Ito, Daiki Nakamura, Kisho Taniyama, Rina Sato, Kana Ueda, Kana Asumi, Mitsuki Saiga, Takako Honda, Yukari Fukui, Kiyoyuki Yanada, Michiko Neya, Akio Suyama, Kiyoshi Kawakubo, Narushi Ikeda, Andrea Kwan, Brett Weaver, Bridget Hoffman, Dave Bridges, David Lee Mckinney, Hynden Walch, Kyle Hebert, Michelle Ruff, Yuri Lowenthal",Japan,2007,"Anime Series, International TV Shows","When a young laborer escapes to the world aboveground, he discovers a violent land in which humans battle robots controlled by a power-hungry noble.",https://artworks.thetvdb.com/banners/posters/80096-8.jpg
101,High Risk,,United States,1988,"Docuseries, Reality TV","From scientists to snake handlers, this series explores what motivates some people to put themselves in jeopardy to perform extraordinary feats.",https://artworks.thetvdb.com/banners/movies/76295/posters/76295.jpg
102,LEGO Elves: Secrets of Elvendale,"Ashleigh Ball, Erin Mathews, Rebecca Husain, Kyle Rideout, Riley Murdock, Vincent Tong, Nicole Oliver, Scott McNeil, Kathleen Barr",United States,2017,Kids' TV,"Armed with a powerful amulet, a teenage guardian is tasked with protecting her little sister – and all of Elvendale. Based on the popular web series.",https://artworks.thetvdb.com/banners/posters/333873-4.jpg
103,Maniac,"Espen Petrus Andersen Lervaag, Håkon Bast Mossige, Arif Salum, Ingeborg Raustøl, Marte Germaine Christensen, Mats Mogeland",Norway,2015,"International TV Shows, TV Comedies, TV Dramas","A nondescript man in a mental hospital has an exciting life of adventure and romance – in his head. He may be insane, or maybe he's just having fun.",https://artworks.thetvdb.com/banners/posters/303798-1.jpg
104,Tip the Mouse,"Alyson Leigh Rosenfeld, Dave Wills, Serra Hirsch, Erica Schroeder, Jason Griffith","Germany, United States, Italy",2014,Kids' TV,"In his tiny meadow village, curious little mouse Tip enjoys fun and adventure while learning about the world with his furry friends and family.",https://artworks.thetvdb.com/banners/posters/287460-2.jpg
105,Conspiracy,Mark Bazeley,United Kingdom,2015,"British TV Shows, Docuseries","Skeptics and others discuss widely held conspiracy theories involving aliens, government cover-ups, secret assassinations and other intrigues.",https://artworks.thetvdb.com/banners/posters/296695-1.jpg
106,Dead Set,"Jaime Winstone, Andy Nyman, Kevin Eldon, Davina McCall, Warren Brown, Riz Ahmed, Beth Cordingly, Kathleen McDermott, Raj Ghatak",United Kingdom,2008,"British TV Shows, TV Horror, TV Thrillers","While the housemates in the Big Brother house remain oblivious, fast-moving hordes of the undead decimate the studio compound.",https://artworks.thetvdb.com/banners/posters/83427-2.jpg
107,Easy Fortune Happy Life,"Lan Cheng-lung, Joe Chen, Roy Chiu, Jocelyn Wang, Chieh-kai Shiou, Ting Chiang, Wang Chuan",Taiwan,2009,"International TV Shows, Romantic TV Shows, TV Comedies","Years after a wealthy man is healed by a rural herbalist, fate lands him in the same hospital where the woman's granddaughter is treating patients.",https://artworks.thetvdb.com/banners/posters/227151-1.jpg
108,Game Winning Hit,"Lego Lee, Alice Ko, Afalean Lu, Tsai Chen-nan, Wang Chuan, Leiya Gao, Charlize Lin",Taiwan,2009,"International TV Shows, TV Comedies, TV Dramas",An army deserter hiding out in a small coastal town becomes the coach of a youth baseball team and develops warm relationships in his new community.,na
109,Lucky Days,"Chris Wang, Tammy Chen, Fan Kuang-yao, Chen Bor Jeng, Lin Mei-hsiu, Ma Nien-hsien",China,2010,"International TV Shows, Romantic TV Shows, TV Comedies","When laidback Ren, who is about to divorce his money-crazy wife, finds a time-traveling computer, he decides to use it to reboot his marriage.",na
110,Station Horizon,"Bernard Yerlès, Roland Vouilloz, Gaspard Boesch, Alexandra Vandernoot, Marie Fontannaz, Lavinia Longhi, Baptiste Gilliéron",Switzerland,2015,"International TV Shows, TV Comedies, TV Dramas","Ex-con Joris returns to his Swiss hometown, a community obsessed with American culture and ideals, to start over and save his family's gas station.",https://artworks.thetvdb.com/banners/posters/292322-1.jpg
111,The Fierce Wife,"Sonia Sui, James Wen, Amanda Chu, Chris Wang, Karen Ying-Chen Hu, Patrick Lee, Janel Tsai, Li-li Pan, Fu Lei",Taiwan,2010,"International TV Shows, Romantic TV Shows, TV Dramas",Beautiful housewife Xie An Zhen seems to be living the perfect life but finds her world crumbling after learning that her husband is cheating on her.,https://artworks.thetvdb.com/banners/posters/225401-2.jpg
112,The Womanizer,"Lan Cheng-lung, Sonia Sui, James Wen, Bianca Bai, George Chang, Chung Hsin-ling, Tzu-chiang Chao, Xiao Xiao Bin",China,2010,"International TV Shows, Romantic TV Shows, TV Comedies",Libertine He-jie finds himself torn between the lovely Amanda and fiery Xiao-qian. But now he faces a new problem: arrogant rival suitor Cheng-en.,na
113,The Year of Happiness and Love,"Amber Kuo, James Wen, Weber Yang, Sonia Sui, Nien-Jen Wu, Kay Huang, Tsai Chen-nan, Lin Mei-hsiu",Taiwan,2009,"International TV Shows, Romantic TV Shows, TV Comedies","Jiang Chen-bo is a loser without prospects for success, until a surprise promotion becomes the catalyst for his entire family's upturn in fortune.",https://artworks.thetvdb.com/banners/posters/172501-1.jpg
114,Witches: A Century of Murder,Suzannah Lipscomb,United Kingdom,2015,"British TV Shows, Crime TV Shows, Docuseries","Historian Suzannah Lipscomb investigates the witch hunts that plagued Britain in the 17th century, examining common myths about their origin.",https://artworks.thetvdb.com/banners/posters/301938-1.jpg
115,Rhythm + Flow,"Cardi B, Chance The Rapper, T.I.",United States,2019,Reality TV,"In this music competition show, judges Tip “T.I.” Harris, Cardi B and Chance the Rapper hit the streets to find the next rap superstar.",https://artworks.thetvdb.com/banners/posters/5d9db7c227700.jpg
116,StoryBots Super Songs,"Judy Greer, Jeff Gill, Erin Fitzgerald, Fred Tatasciore, Gregg Spiridellis",United States,2016,Kids' TV,"Characters from the popular StoryBots apps for early childhood education give musical lessons on math, science, history, behaviors, emotions and more.",https://artworks.thetvdb.com/banners/posters/5ba764b76922e.jpg
117,ID-0,"Kazuyuki Okitsu, Minami Tsuda, Masaya Matsukaze, Sayaka Ohara, Rikiya Koyama, Hisako Kanemoto, Ari Ozawa, Junko Minagawa, Reina Ueda",Japan,2017,"Anime Series, International TV Shows","In the midst of a field exercise operating I-Machines, Alliance Academy student Maya Mikuri is thrown into an entirely different kind of adventure.",https://artworks.thetvdb.com/banners/posters/324711-1.jpg
118,Legend Quest: Masters of Myth,"Johnny Rose, Annemarie Blanco, Paul Tei, Oscar Cheda, Chuck Morgan, Jenna Lamia, James Carrey",Mexico,2019,Kids' TV,"When mythical creatures come to life, it's up to Leo, Teodora, Don Andrés and Alebrije – super-secret monster hunters – to save the day.",https://artworks.thetvdb.com/banners/posters/5d9b4da7abd9a.jpg
119,My Country: The New Age,"Yang Se-Jong, Woo Do‑hwan, Seolhyun, Jang Hyuk, Kim Young-chul, In Gyo-jin, Yu Oh-seong, Ahn Nae-sang",South Korea,2019,"International TV Shows, Korean TV Shows, TV Action & Adventure","At the end of the Goryeo period, there were those who led the charge to proclaim a new age – and the ordinary individuals who risked everything.",https://artworks.thetvdb.com/banners/posters/5d89e58844f73.jpg
120,Dancing Queen,"Justin ""Alyssa Edwards"" Johnson",,2018,Reality TV,Snatching trophies. Getting gorgeous. Turning it up. Alyssa Edwards rules the dance studio by day – and the drag world by night.,https://artworks.thetvdb.com/banners/posters/5b7e13dd977b9.jpg
121,Empire Games,Jim O'Brien,"Czech Republic, United States",2018,Docuseries,Interviews with scholars and dramatic reenactments bring to life the origins and history-making achievements of the world's greatest ancient empires.,https://artworks.thetvdb.com/banners/posters/5bd5cfeac72a2.jpg
122,LOST SONG,"Konomi Suzuki, Yukari Tamura, Misaki Kuno, Chiaki Takahashi, Seiichiro Yamashita, Asami Seto, Yu Serizawa, Ai Kayano, Tsuyoshi Koyama, Yuto Suzuki, Mitsuru Ogata, Hiroshi Ito",Japan,2018,"Anime Series, International TV Shows","War looms over the kingdom of Neunatia, where two young women are both burdened and blessed by the power of song.",https://artworks.thetvdb.com/banners/posters/341395-1.jpg
123,YG Future Strategy Office,"Seungri, Yoo Byung Jae, Lee Jai-jin, Jinu, Son Se-bin, Kim Ga-eun, Park Choong-hwan, Baek Yeong-gwang, Choi Sin-deuk",South Korea,2018,"International TV Shows, Korean TV Shows, TV Comedies","K-pop star Seungri, BIGBANG's youngest member, tries to lead a team of bumbling staff at YG's Future Strategy Office in this mockumentary sitcom.",https://artworks.thetvdb.com/banners/posters/5d04bc402f3b1.jpg
124,Raising Dion,"Alisha Wainwright, Ja'Siah Young, Jason Ritter, Michael B. Jordan, Jazmyn Simon, Ali Ahn, Sammi Haney",United States,2019,"Kids' TV, TV Action & Adventure, TV Dramas",A widowed mom sets out to solve the mystery surrounding her young son's emerging superpowers while keeping his extraordinary gifts under wraps.,https://artworks.thetvdb.com/banners/posters/5d83e46592ebe.jpg
